position;type;identity;sno;counts;ratio;around;deviation;ratio2;around2;cumul;mean;scoreA2;scoreB2;scoreC2
372;NA;NA;NA;1444;0,786064235;0,709580011;0,553532241;1,272160665;0,471532313;0,787012534;0,787012534;-0,029037305;0,719996358;0,418771913
373;NA;NA;NA;3290;2,278393352;-0,761002623;1,600413334;0,438905775;0,864445058;-0,473464289;-0,473464289;-0,4540355;0,543355883;-1,190681456
374;NA;NA;NA;1544;0,469300912;0,831192251;0,395304679;2,130829016;-0,185925955;0,615146234;0,615146234;-0,198460261;0,297853858;0,229611733
375;NA;NA;NA;1184;0,766839378;0,71146329;0,478488306;1,304054054;0,399100217;0,756101179;0,756101179;0,088679018;0,799045081;0,444357996
376;NA;NA;NA;2047;1,728885135;-0,182749471;1,155987438;0,578407426;0,800739067;0,099532874;0,099532874;-0,239670586;0,27969521;-0,388564594
377;NA;NA;NA;1717;0,838788471;0,635333389;0,217846837;1,19219569;0,381815218;0,479383043;0,479383043;-0,180611976;0,047178482;-0,049544767
378;NA;NA;NA;1457;0,848573093;0,654657777;0,265837195;1,178448868;0,323432697;0,736088994;0,736088994;0,083084647;0,297649989;0,229497474
379;NA;NA;NA;1830;1,256005491;0,151903397;0,853183034;0,796174863;0,81752021;0,45966766;0,45966766;-0,437722967;0,233608324;-0,305033217
380;NA;NA;NA;1996;1,090710383;0,505465871;0,420533837;0,916833667;0,767431923;-1,255386093;-1,255386093;-0,412595975;0,444798777;-0,801872001
381;NA;NA;NA;367;0,183867735;0,942333241;-0,17989202;5,438692098;-3,016238057;0,918906301;0,918906301;0,535133147;3,121281465;0,757856721
382;NA;NA;NA;779;2,122615804;-0,162910395;1,202408481;0,471116816;0,895479361;0,359414584;0,359414584;-0,470748684;0,443859649;0,307685112
383;NA;NA;NA;1486;1,907573813;0,044599855;0,947783963;0,52422611;0,881739564;-0,324805066;-0,324805066;-0,517536747;0,544774006;-1,198481604
384;NA;NA;NA;696;0,468371467;0,859524909;-0,196244948;2,135057471;-0,694209987;0,734385439;0,734385439;0,004589568;0,55648267;0,357855634
385;NA;NA;NA;848;1,218390805;0,511677655;0,235751819;0,820754717;0,609245968;0,609022401;0,609022401;-0,002978007;0,405802492;0,288904581
386;NA;NA;NA;1204;1,419811321;0,267561221;0,47515269;0,704318937;0,706367147;0,404320588;0,404320588;-0,06988752;0,081677222;-0,089022184
387;NA;NA;NA;1438;1,194352159;0,472364451;-0,022171941;0,837273992;0,541079955;0,516318453;0,516318453;-0,174865319;0,167166526;-0,200887854
388;NA;NA;NA;1432;0,995827538;0,506031621;0,314333448;1,004189944;0,560272456;0,482438951;0,482438951;-0,255308198;0,190454328;-0,23546373
389;NA;NA;NA;1279;0,893156425;0,661468789;0,048314106;1,119624707;0,458846281;0,203098468;0,203098468;-0,15199971;0,017290296;0,017009486
390;NA;NA;NA;671;0,524628616;0,835115051;-0,289557921;1,906110283;-0,255271853;0,841378314;0,841378314;0,32569525;1,839050752;0,648109302
391;NA;NA;NA;1719;2,561847988;-0,292147143;1,616420345;0,390343223;0,847641577;0,247610423;0,247610423;-0,181514131;0,069798042;0,065279606
392;NA;NA;NA;3288;1,912739965;0,182171356;0,77233601;0,522810219;0,787367989;0,086218978;0,086218978;-0,460402588;0,503120449;-1,013180156
393;NA;NA;NA;2087;0,63473236;0,798232039;-0,227004474;1,575467178;-0,0097334;0,672289993;0,672289993;-0,155153945;0,056299153;0,05332267
394;NA;NA;NA;1996;0,956396742;0,53899389;0,184445609;1,045591182;0,546347947;0,559720765;0,559720765;-0,13905057;0,042840577;0,041100393
395;NA;NA;NA;1718;0,860721443;0,420383804;0,063938031;1,161816065;0,580447641;0,421660134;0,421660134;-0,12142939;0,099552984;-0,110630986
396;NA;NA;NA;1273;0,740977881;0,584112334;-0,710066778;1,34956795;0,422936464;0,452131807;0,452131807;-0,01875947;0,061761547;0,058211977
397;NA;NA;NA;812;0,637863315;0,640084611;-1,518180521;1,56773399;0,320151281;0,634627019;0,634627019;0,07800858;0,423868712;0,297945439
398;NA;NA;NA;900;1,108374384;0,374890215;-0,120053998;0,902222222;0,629169427;0,385157532;0,385157532;-0,120112967;0,055377066;0,052526596
399;NA;NA;NA;751;0,834444444;0,62266096;-0,344205189;1,19840213;0,395424848;0,65502207;0,65502207;0,068060095;0,345919653;0,257267782
400;NA;NA;NA;1001;1,332889481;0,298109682;0,375744011;0,75024975;0,687383181;0,510156262;0,510156262;-0,223552836;0,073169451;-0,079030977
401;NA;NA;NA;1345;1,343656344;0,201715142;0,662828311;0,744237918;0,722202843;0,040539748;0,040539748;-0,409751044;0,453663877;-0,831505769
402;NA;NA;NA;688;0,511524164;0,803865475;-0,399472603;1,95494186;-0,120635647;0,531664424;0,531664424;-0,021781975;0,341035826;0,254583298
403;NA;NA;NA;473;0,6875;0,73342909;-0,187271762;1,454545455;0,259463374;0,75781047;0,75781047;0,173692053;1,177548301;0,541292364
404;NA;NA;NA;876;1,852008457;0,028731777;0,948786938;0,539954338;0,782191849;0,362693718;0,362693718;-0,028636998;0,109674128;0,098936199
405;NA;NA;NA;1271;1,450913242;0,324335634;0,648402285;0,689221086;0,696655659;0,407663398;0,407663398;-0,381523318;0,261006289;-0,353567625
406;NA;NA;NA;1479;1,163650669;0,617343923;0,30388171;0,859364435;0,490991163;0,339591964;0,339591964;-0,341339097;0,171266003;-0,20682843
407;NA;NA;NA;875;0,591615957;0,782009537;-0,029192049;1,690285714;0,061840005;0,796546748;0,796546748;0,130506749;0,687965633;0,407846699
408;NA;NA;NA;1914;2,187428571;-0,143677437;1,282905418;0,457157785;0,811083958;-0,020524309;-0,020524309;-0,35163597;0,317727085;-0,466045837
409;NA;NA;NA;1198;0,625914316;0,776873599;-0,19289369;1,597662771;0,102628819;0,708501222;0,708501222;-0,031621211;0,447544006;0,309352955
410;NA;NA;NA;1730;1,444073456;0,437305592;0,44312936;0,692485549;0,640128845;0,575202666;0,575202666;-0,031140819;0,115524948;0,103614721
411;NA;NA;NA;2400;1,387283237;0,230093313;0,59178616;0,720833333;0,713099741;0,387394971;0,387394971;-0,362123564;0,313838532;-0,45766071
412;NA;NA;NA;2237;0,932083333;0,539000944;-0,028787118;1,072865445;0,544696628;0,362666172;0,362666172;-0,320309329;0,289003339;-0,406731979
413;NA;NA;NA;1346;0,601698704;0,7301353;-0,746218132;1,661961367;0,1863314;0,528905874;0,528905874;0,042854756;0,241374595;0,194557737
414;NA;NA;NA;822;0,610698366;0,673213739;0,039969996;1,637469586;0,327676448;0,711101985;0,711101985;0,078111471;0,721334015;0,419351241
415;NA;NA;NA;1257;1,52919708;0,275187566;0,512660242;0,653937947;0,748990231;0,213494857;0,213494857;-0,309402971;0,024056564;-0,024669641
416;NA;NA;NA;848;0,674622116;0,765863308;-0,029021534;1,482311321;0,151802148;0,787523069;0,787523069;0,208309579;0,945136693;0,486191721
417;NA;NA;NA;1978;2,33254717;-0,13064016;1,21452775;0,428715875;0,809182829;0,240700077;0,240700077;-0,289382863;0,203904151;-0,25629283
418;NA;NA;NA;2552;1,290192113;0,541615694;0,418443942;0,77507837;0,612040313;0,038768066;0,038768066;-0,458525629;0,252994413;-0,338855754
419;NA;NA;NA;1613;0,632053292;0,838155809;0,108988311;1,582145071;-0,464079563;0,812143919;0,812143919;0,139328401;1,265619905;0,558772504
420;NA;NA;NA;3210;1,990080595;0,144059356;0,853529466;0,502492212;0,786132029;0,482875987;0,482875987;-0,179164653;0,174720123;0,148772846
421;NA;NA;NA;7055;2,197819315;-0,089241575;1,172507857;0,454996456;0,821692617;-0,141044654;-0,141044654;-0,516907979;0,575680272;-1,357166722
422;NA;NA;NA;3739;0,529978738;0,823407027;-0,009790093;1,886868147;-0,192847733;0,632253407;0,632253407;-0,157788859;0,12709682;0,112791533
423;NA;NA;NA;3303;0,883391281;0,662444749;0,196528228;1,132001211;0,441099787;0,626285471;0,626285471;-0,068500642;0,39598732;0,283722629
424;NA;NA;NA;3075;0,930971844;0,485438543;0,42590179;1,074146341;0,590126193;0,618327172;0,618327172;-0,021560644;0,220125248;0,180460093
425;NA;NA;NA;4844;1,575284553;0,017871332;0,931009049;0,634805945;0,751215801;0,115847395;0,115847395;-0,300846351;0,391695182;-0,644131229
426;NA;NA;NA;3051;0,629851363;0,703583231;-0,293474572;1,587676172;0,213823459;0,721076811;0,721076811;-0,101237517;0,034696834;0,033543956
427;NA;NA;NA;2330;0,763684038;0,54168559;0,729321055;1,30944206;0,738570391;0,66754597;0,66754597;-0,258762296;0,129027524;0,114325441
428;NA;NA;NA;2283;0,979828326;0,690730301;0,664083404;1,020586947;0,793406349;-0,629934367;-0,629934367;-0,339534547;0,208325652;-0,26329125
429;hs_rRNA_18S;Um428;SNORD68;337;0,14761279;0,957979609;0,433946495;6,774480712;-1,950599035;0,959112626;0,959112626;0,621060552;4,222749922;0,808988261
430;NA;NA;NA;1616;4,795252226;-2,025663687;6,517912465;0,208539604;0,960245643;-0,751032994;-0,751032994;-0,618715968;0,302786186;-0,434665794
431;NA;NA;NA;787;0,48700495;0,870198768;0,521736949;2,053367217;0,5235977;0,767678479;0,767678479;-0,098073405;0,42098584;0,296528039
432;NA;NA;NA;1224;1,555273189;0,611161906;0,667533219;0,642973856;0,66515819;0,566163156;0,566163156;-0,190892149;0,154135338;0,133645016
433;NA;NA;NA;1231;1,005718954;0,589508676;0,666519563;0,994313566;0,521164405;0,618370755;0,618370755;0,053002895;0,327879357;0,247070564
434;NA;NA;NA;2107;1,711616572;0,30887536;0,265760354;0,584243;0,647232834;0,569900408;0,569900408;-0,090763869;0,068773095;-0,073889776
435;NA;NA;NA;2415;1,146179402;0,439418789;0,700706029;0,872463768;0,830925456;0,63656781;0,63656781;-0,598275597;0,284506797;-0,397867479
436;NA;NA;NA;3009;1,245962733;0,637289887;0,569987239;0,802592223;0,83371683;-1,332866183;-1,332866183;-0,465611523;0,473701696;-0,900631649
437;hs_rRNA_18S;Gm436;SNORD100;379;0,125955467;0,963211752;0,331629634;7,939313984;-3,303022253;0,95883009;0,95883009;0,595896757;4,13400277;0,805633157
438;NA;NA;NA;1473;3,886543536;-1,432889729;5,77589371;0,257298031;0,954448427;-0,386698718;-0,386698718;-0,509123969;0,129686496;-0,149127489
439;NA;NA;NA;838;0,568906993;0,810942244;0,661340983;1,757756563;0,659492293;0,682043955;0,682043955;-0,307923425;0,122859294;0,109532731
440;NA;NA;NA;1051;1,254176611;0,741056174;0,698081404;0,797335871;0,553145666;0,545486729;0,545486729;-0,388508028;0,536571943;0,349416824
441;NA;NA;NA;790;0,751665081;0,787169146;0,663842711;1,330379747;0,349917284;0,839650163;0,839650163;0,353435956;1,585268481;0,613492983
442;NA;NA;NA;3539;4,479746835;-1,132073612;6,393429415;0,2232269;0,892131181;-0,480530318;-0,480530318;-0,379517466;0,411968481;-0,700925832
443;NA;NA;NA;2692;0,760666855;0,803756365;0,314515978;1,314635958;0,171012976;0,699486899;0,699486899;-0,145558792;0,162213927;0,139617817
444;NA;NA;NA;3865;1,435735513;0,608998961;0,488473033;0,696507115;0,595217433;0,589473875;0,589473875;-0,071916328;0,052549895;-0,055479698
445;NA;NA;NA;4194;1,085122898;0,455853896;0,651678144;0,921554602;0,569948789;0,462531768;0,462531768;-0,203518467;0,150856283;-0,177706837
446;NA;NA;NA;4271;1,018359561;0,553487852;-0,124734844;0,981971435;0,469209639;0,482259409;0,482259409;-0,105160798;0,091532377;-0,100780662
447;NA;NA;NA;3304;0,773589323;0,609276323;-0,414621746;1,292675545;0,411030966;0,661501236;0,661501236;-0,024886631;0,151023171;0,131242259
448;NA;NA;NA;4186;1,266949153;0,1635781;0,822080256;0,789297659;0,713726148;0,158003031;0,158003031;-0,298647008;0,305004211;-0,439008504
449;NA;NA;NA;2467;0,589345437;0,778715792;0,234371165;1,69679773;0,152427961;0,473305271;0,473305271;-0,083196616;0,339098354;0,253305509
450;NA;NA;NA;1599;0,648155655;0,771788249;0,282606817;1,542839275;0,16789475;0,816813919;0,816813919;0,316774503;1,460345395;0,59370382
451;NA;NA;NA;4218;2,637898687;-0,682665379;2,386974935;0,379089616;0,86183959;-0,025117343;-0,025117343;-0,286364993;0,249572735;-0,33267926
452;NA;NA;NA;5003;1,18610716;0,504875153;0,479937883;0,843094144;0,632430692;0,412649556;0,412649556;-0,457136629;0,381316;-0,61653317
453;NA;NA;NA;3561;0,711772936;0,727427501;0,20804159;1,404942432;0,320423959;0,649982814;0,649982814;-0,125587899;0,027231892;-0,028002309
454;NA;NA;NA;2825;0,793316484;0,471786946;0,554972259;1,260530973;0,572538126;0,432760153;0,432760153;-0,178337093;0,01777666;-0,018104912
455;NA;NA;NA;1710;0,605309735;0,630537237;-0,289257783;1,652046784;0,39373336;0,357805226;0,357805226;0,008480612;0,21026485;0,173818515
456;NA;NA;NA;856;0,500584795;0,75978556;-0,553154325;1,997663551;0,085073215;0,754444607;0,754444607;0,177791059;1,091537186;0,522174073
457;NA;NA;NA;1088;1,271028037;0,184117314;0,613300013;0,786764706;0,749103654;0,473065309;0,473065309;-0,235431818;0,154946595;0,134265851
458;NA;NA;NA;1630;1,498161765;0,126932723;0,76020351;0,667484663;0,762013304;0,049266843;0,049266843;-0,337497722;0,425860789;-0,742530805
459;NA;NA;NA;834;0,511656442;0,777314307;-0,149581489;1,954436451;-0,028399037;0,726861799;0,726861799;-0,033835942;0,309517806;0,236576494
460;NA;NA;NA;958;1,148681055;0,337350157;0,488087272;0,870563674;0,676409291;0,596423321;0,596423321;-0,252316356;0,064486033;-0,069008046
461;NA;NA;NA;649;0,677453027;0,458311312;0,975852298;1,476117103;0,855496484;0,660571673;0,660571673;-0,195200164;0,090566802;-0,099754738
462;NA;NA;NA;506;0,779661017;0,95290936;0,94952975;1,282608696;0,862832034;-2,373504831;-2,373504831;-0,151095121;0,254645489;0,203281677
463;hs_rRNA_18S;Cm462;SNORD14, SNORD14A, SNORD14B, SNORD14C, SNORD14D, SNORD14E;31;0,061264822;0,996305263;0,947482057;16,32258065;-5,699919023;0,996650829;0,996650829;0,85987685;19,39802632;0,95243479
464;NA;NA;NA;968;31,22580645;-31,32400769;17,38975154;0,032024793;0,996996394;-15,27577377;-15,27577377;-0,721862422;0,671174841;-2,047555924
465;NA;NA;NA;465;0,480371901;0,972682045;0,951863259;2,08172043;0,772460157;0,48893886;0,48893886;-0,497416297;0,197086063;0,164933837
466;NA;NA;NA;284;0,610752688;0,966185485;0,95221386;1,637323944;0,005195674;0,965236928;0,965236928;0,378026099;1,980147738;0,665229395
467;NA;NA;NA;929;3,271126761;-1,823185025;1,089030125;0,305705059;0,96428837;-0,471219591;-0,471219591;-0,672907209;0,477136389;-0,914425163
468;NA;NA;NA;1065;1,146393972;0,778220936;0,772840468;0,872300469;0,880745843;-5,115690226;-5,115690226;-0,861083419;0,565221685;-1,302833732
469;hs_rRNA_18S;Am468;SNORD83A;85;0,079812207;0,986834285;0,699997087;12,52941176;-11,00960139;0,982898932;0,982898932;0,78296206;8,473072215;0,895536869
470;NA;NA;NA;542;6,376470588;-2,288332299;2,36581639;0,156826568;0,978963578;-0,696426145;-0,696426145;-0,157385263;0,27265678;0,214552666
471;NA;NA;NA;721;1,330258303;0,699035489;0,641851862;0,751733703;0,895480009;0,63080638;0,63080638;-0,206305644;0,093854789;-0,10373444
472;NA;NA;NA;953;1,321775312;0,718477113;0,640105281;0,756558237;0,562577271;0,623271289;0,623271289;-0,288249775;0,230194196;-0,29943665
473;NA;NA;NA;1012;1,061909759;0,519307441;0,731989877;0,941699605;0,528065465;0,302156703;0,302156703;-0,22463623;0,251130046;-0,335787975
474;NA;NA;NA;629;0,621541502;0,728980522;-1,968967573;1,608903021;0,085005966;0,676830871;0,676830871;0,13473235;0,369799499;0,270279347
475;NA;NA;NA;720;1,144674086;0,364773874;-0,291157016;0,873611111;0,624681219;0,491745554;0,491745554;-0,097933249;0,057339952;0,054301614
476;NA;NA;NA;762;1,058333333;0,375514215;0,058191222;0,94488189;0,618717234;0,386173695;0,386173695;-0,172338567;0,17331172;-0,209978689
477;NA;NA;NA;657;0,862204724;0,605040611;-0,285543107;1,159817352;0,396833176;0,418623828;0,418623828;-0,058915544;0,017717165;0,017434767
478;NA;NA;NA;500;0,761035008;0,694111025;-0,587351904;1,314;0,232207046;0,69356528;0,69356528;0,106807799;0,623437336;0,384495772
479;NA;NA;NA;701;1,402;0,283635911;0,374788334;0,713266762;0,693019535;0,502377734;0,502377734;-0,112829935;0,094316989;0,086300336
480;NA;NA;NA;1159;1,653352354;0,202900383;0,545053862;0,604831752;0,721119557;0,101289007;0,101289007;-0,339631897;0,367014519;-0,5806058
481;NA;NA;NA;739;0,637618637;0,760870824;-0,382634095;1,568335589;-0,000322369;0,709201668;0,709201668;0,012567439;0,28844239;0,224104109
482;NA;NA;NA;996;1,347767253;0,349366138;0,440252032;0,741967871;0,657532512;0,609625963;0,609625963;-0,144381739;0,081322916;-0,088618518
483;NA;NA;NA;926;0,929718876;0,37681067;0,920711653;1,075593952;0,869885788;0,616352857;0,616352857;-0,40582163;0,268324533;-0,367267641
484;NA;NA;NA;854;0,92224622;0,859443997;0,816382764;1,084309133;0,855895044;-3,275270283;-3,275270283;-0,272516936;0,224007387;-0,28910781
485;hs_rRNA_18S;Am484;SNORD16;65;0,076112412;0,98894385;0,790178989;13,13846154;-7,409984564;0,988919365;0,988919365;0,840995906;11,41586922;0,920581332
486;NA;NA;NA;700;10,76923077;-6,805348129;13,76939016;0,092857143;0,988894881;-2,957316918;-2,957316918;-0,45391966;0,217621443;-0,278661731
487;NA;NA;NA;803;1,147142857;0,814589663;0,825814372;0,871731009;0,890714293;0,543921051;0,543921051;-0,519755171;0,456271275;-0,841076385
488;NA;NA;NA;493;0,613947696;0,90728385;0,8067747;1,628803245;0,27325244;0,757747986;0,757747986;-0,099240903;0,094822075;0,086770011
489;NA;NA;NA;451;0,914807302;0,505561566;0,894537628;1,093126386;0,608212121;0,134372127;0,134372127;-0,206815554;0,032894737;-0,034091595
490;NA;NA;NA;186;0,412416851;0,831448675;-1,190954711;2,424731183;-0,236817312;0,776636825;0,776636825;0,288853368;1,325218126;0,571246588
491;NA;NA;NA;284;1,52688172;0,351811762;0,359574234;0,654929577;0,721824976;0,572891559;0,572891559;0,020730962;0,702677747;0,413542006
492;NA;NA;NA;522;1,838028169;0,109568383;0,764555647;0,544061303;0,793971356;0,366524971;0,366524971;-0,252204252;0,129868169;-0,149579832
493;NA;NA;NA;807;1,545977011;0,435188757;0,239451145;0,646840149;0,623481558;0,170775549;0,170775549;-0,393689889;0,353406722;-0,547615443
494;NA;NA;NA;519;0,643122677;0,781269757;-1,819768037;1,554913295;-0,09363766;0,714096402;0,714096402;0,079394927;0,390283401;0,28111103
495;NA;NA;NA;761;1,46628131;0,371642264;0,153680403;0,681997372;0,646923046;0,423612593;0,423612593;-0,131223918;0,054910899;0,052117477
496;NA;NA;NA;784;1,03022339;0,575055041;-1,088050333;0,970663265;0,475582922;0,579145679;0,579145679;-0,011172582;0,23576936;0,190984386
497;NA;NA;NA;1135;1,447704082;0,410823222;-0,041785423;0,690748899;0,583236316;0,522557121;0,522557121;-0,019775428;0,024972202;0,024384727
498;NA;NA;NA;1466;1,291629956;0,384601236;-0,49316176;0,774215553;0,634291021;0,47421642;0,47421642;-0,308108684;0,214759803;-0,273733309
499;NA;NA;NA;1651;1,126193724;0,490134102;-0,666248628;0,887946699;0,563831603;0,242912316;0,242912316;-0,239107216;0,294634892;-0,418064283
500;NA;NA;NA;980;0,593579649;0,752664296;-5,38131773;1,684693878;-0,004309469;0,652326445;0,652326445;0,105636078;0,415928966;0,293961513
501;NA;NA;NA;1063;1,084693878;0,49691701;-0,901416975;0,921919097;0,551988595;0,56526706;0,56526706;0,0018159;0,34945093;0,259138345
502;NA;NA;NA;1379;1,297271872;0,37921585;-1,220446467;0,770848441;0,63361711;0,452367639;0,452367639;-0,016094951;0,081884058;0,075737265
503;NA;NA;NA;1786;1,295141407;0,477018551;-0,976372872;0,772116461;0,525519427;0,480962768;0,480962768;-0,089201698;0,051379849;0,048894993
504;NA;NA;NA;2154;1,206047032;0,519200481;-0,958358561;0,82915506;0,484906986;0,522071804;0,522071804;-0,013111929;0,07148614;0,066745719
505;NA;NA;NA;2940;1,364902507;0,495847817;-0,578027419;0,732653061;0,524943128;0,469603501;0,469603501;-0,158374851;0,080701158;0,074698316
506;NA;NA;NA;3115;1,05952381;0,592500263;-0,83046614;0,943820225;0,443359185;0,648526623;0,648526623;-0,002623663;0,240346936;0,193824108
507;NA;NA;NA;5775;1,853932584;0,204247454;0,085311655;0,539393939;0,704552983;0,539285525;0,539285525;-0,24846499;0,265372139;-0,361318578
508;NA;NA;NA;4477;0,775238095;0,64983386;0,835179459;1,28992629;0,874323596;0,791145108;0,791145108;-0,439477347;0,092716438;-0,102216406
509;NA;NA;NA;6536;1,459906187;0,781598811;0,804511504;0,68497552;0,932456355;-5,987624711;-5,987624711;-0,482344119;0,458229672;-0,846039497
510;hs_rRNA_18S;Gm509;SNORD11, SNORD11B;356;0,054467564;0,992531203;0,75546901;18,35955056;-12,75684823;0,993610214;0,993610214;0,822698432;13,79640277;0,932592556
511;NA;NA;NA;3804;10,68539326;-5,589192476;2,791811278;0,093585699;0,994689226;-2,3121821;-2,3121821;-0,626994675;0,105014178;-0,117370602
512;NA;NA;NA;6333;1,664826498;0,836663619;0,874440166;0,600663193;0,964828277;-9,261448015;-9,261448015;-0,899148255;0,666162565;-1,996414075
513;hs_rRNA_18S;Am512;SNORD70;406;0,064108637;0,994495809;0,850424448;15,59852217;-19,35955965;0,991633822;0,991633822;0,788550852;10,9114186;0,916235938
514;NA;NA;NA;3890;9,581280788;-4,185958551;2,082944538;0,10437018;0,988771835;-1,631821722;-1,631821722;-0,369439989;0,033552462;-0,034726549
515;NA;NA;NA;5302;1,362982005;0,74998105;0,749773853;0,733685402;0,922315108;0,781617124;0,781617124;-0,659143154;0,536463968;-1,157800602
516;NA;NA;NA;3198;0,603168616;0,89657348;0,952732651;1,657911194;0,813253198;0,862501317;0,862501317;-0,246629453;0,093285731;-0,102918754
517;NA;NA;NA;2093;0,654471545;0,962984484;0,949145904;1,527950311;0,828429154;-2,439547604;-2,439547604;-0,084308291;0,53185794;0,347306225
518;hs_rRNA_18S;Cm517;SNORD56, SNORD56B;136;0,0649785;0,996325591;0,93826591;15,38970588;-5,842079693;0,996609413;0,996609413;0,90005944;23,37303112;0,959258325
519;NA;NA;NA;4533;33,33088235;-26,81147704;66,4358872;0,030002206;0,996893235;-12,97938778;-12,97938778;-0,458474133;0,511689457;-1,048350655
520;NA;NA;NA;3534;0,779616148;0,955987095;0,941573973;1,282682513;0,852701482;0,618651198;0,618651198;-0,293711317;0,176081292;-0,213785374
521;NA;NA;NA;3173;0,897849462;0,950599043;0,941500058;1,113772455;0,2813153;0,79695945;0,79695945;0,037545334;0,226320764;0,184600091
522;NA;NA;NA;3595;1,132997164;0,331582048;0,980058483;0,882614743;0,643319858;0,447848006;0,447848006;-0,162057917;0,084933552;-0,092845029
523;NA;NA;NA;3976;1,105980529;0,521442893;0,496240481;0,90417505;0,564113964;0,371774453;0,371774453;-0,227530548;0,128224131;-0,147126262
524;NA;NA;NA;2412;0,606639839;0,743877757;0,258003873;1,648424544;0,222106012;0,788803227;0,788803227;0,064536386;0,550210483;0,355021216
525;NA;NA;NA;4787;1,984660033;-0,38455354;1,275036025;0,503864633;0,833728697;-0,168200962;-0,168200962;-0,466959734;0,457541881;-0,843785159
526;NA;NA;NA;2458;0,513473992;0,825037294;0,534353799;1,947518308;0,048151616;0,553562319;0,553562319;-0,248445948;0,313670512;0,238848053
527;NA;NA;NA;1575;0,640764849;0,778845203;0,581549722;1,560634921;0,282087345;0,834895633;0,834895633;0,167545652;1,235556372;0,552840973
528;NA;NA;NA;4154;2,637460317;-1,261983195;1,970820286;0,379152624;0,890946063;-0,473851002;-0,473851002;-0,532014196;0,505541833;-1,022913676
529;NA;NA;NA;2738;0,659123736;0,764258622;0,573367323;1,517165814;0,314281191;0,43072781;0,43072781;-0,422034488;0,10749217;-0,120487637
530;NA;NA;NA;1420;0,518626735;0,816144383;0,526447262;1,928169014;0,097196998;0,817917831;0,817917831;0,118958486;0,905848365;0,475474853
531;NA;NA;NA;2549;1,795070423;-0,273198241;1,207793975;0,557081208;0,819691279;0,081027139;0,081027139;-0,338264627;0,311878225;-0,453489593
532;NA;NA;NA;1402;0,550019616;0,70547064;0,553476679;1,818116976;0,435252518;0,691944938;0,691944938;-0,310295251;0,090782909;0,083281712
533;NA;NA;NA;1531;1,092011412;0,648642338;0,587443345;0,915741346;0,678419237;0,041702901;0,041702901;-0,371960006;0,00192387;-0,00192884
534;NA;NA;NA;504;0,329196604;0,896143317;0,389892263;3,037698413;-0,565236536;0,898247227;0,898247227;0,509086944;2,355028661;0,702354495
535;NA;NA;NA;1785;3,541666667;-0,885963863;3,019867018;0,282352941;0,900351136;-0,130074217;-0,130074217;-0,221297513;0,095671008;-0,105857802
536;NA;NA;NA;2063;1,155742297;0,680775162;0,458498878;0,865244789;0,62581543;0,443071844;0,443071844;-0,331997599;0,20747909;0,171897282
537;NA;NA;NA;2432;1,17886573;0,731211637;0,396604555;0,848273026;0,205368526;0,721704214;0,721704214;0,111072927;0,950570013;0,487432058
538;NA;NA;NA;5329;2,191200658;0,17260484;0,842802166;0,456370801;0,712196792;0,423245115;0,423245115;0,053187645;0,1884961;0,158625561
539;NA;NA;NA;10035;1,883092513;0,305686543;0,106156945;0,531041355;0,67388539;0,356829555;0,356829555;-0,238693927;0,269666044;-0,369287007
540;NA;NA;NA;10827;1,078923767;0,636955895;-0,970839199;0,926849543;0,407972568;0,543811906;0,543811906;-0,229740581;0,176290028;-0,214043536
541;NA;NA;NA;10560;0,975339429;0,58678995;0,269429175;1,025284091;0,450667917;0,479953441;0,479953441;-0,086183752;0,086711785;-0,094954445
542;NA;NA;NA;9442;0,894128788;0,649037455;0,199737622;1,118407117;0,373116932;0,599194335;0,599194335;-0,062039501;0,23910499;0,192982377
543;NA;NA;NA;8164;0,86464732;0,610621811;0,059852801;1,156540911;0,549351216;0,725150018;0,725150018;-0,076496613;0,387159571;0,279127048
544;NA;NA;NA;17768;2,176384125;-0,346607156;2,093727952;0,459477713;0,839678225;-0,403885045;-0,403885045;-0,411727538;0,548204887;-1,213543852
545;NA;NA;NA;7024;0,395317425;0,848170867;-0,214659961;2,529612756;-0,461162933;0,745275642;0,745275642;-0,015878984;0,502539801;0,334491915
546;NA;NA;NA;7574;1,078302961;0,514504723;0,315188524;0,927383153;0,642380417;0,605077825;0,605077825;-0,164309289;0,287556019;0,223357664
547;NA;NA;NA;8241;1,088064431;0,280057255;0,654372492;0,91906322;0,695650926;0,456184994;0,456184994;-0,176365523;0,20832003;-0,263177002
548;NA;NA;NA;6447;0,782307972;0,51045764;-0,091335646;1,278268962;0,632312733;0,583144159;0,583144159;-0,235427218;0,13582343;-0,157199135
549;NA;NA;NA;4943;0,7667132;0,445705586;-0,869812019;1,304268663;0,655830679;0,079426678;0,079426678;-0,185089437;0,153231988;-0,181004238
550;NA;NA;NA;1300;0,262998179;0,809033766;-1,648028291;3,802307692;-0,28685223;0,693515289;0,693515289;0,318182695;1,426473563;0,588065576
551;NA;NA;NA;823;0,633076923;0,602307244;-0,367553268;1,579586877;0,577996813;0,536086006;0,536086006;-0,264121231;1,201711804;0,546108966
552;NA;NA;NA;471;0,572296476;0,727997097;-1,676024456;1,747346072;0,469864767;0,720372664;0,720372664;0,179480567;1,175457181;0,540853236
553;NA;NA;NA;745;1,581740977;0,360652796;0,210969161;0,632214765;0,71274823;0,561320527;0,561320527;-0,02586188;0,707034006;0,414514094
