position;type;identity;sno;counts;ratio;around;deviation;ratio2;around2;cumul;mean;scoreA2;scoreB2;scoreC2
518;hs_rRNA_18S;Cm517;SNORD56, SNORD56B;97;0,068648266;0,995576524;0,927124705;14,56701031;-5,525013898;0,995913527;0,995913527;0,887275258;20,47207304;0,953881187
519;NA;NA;NA;2812;28,98969072;-22,57046116;58,58363831;0,034495021;0,99625053;-10,86505697;-10,86505697;-0,443498825;0,502703613;-1,011596386
520;NA;NA;NA;2128;0,756756757;0,951366347;0,931555171;1,321428571;0,840347207;0,644290234;0,644290234;-0,272559525;0,14176411;-0,165271273
521;NA;NA;NA;2017;0,947838346;0,940640842;0,931776056;1,055032226;0,337214121;0,788305239;0,788305239;0,019863257;0,184732148;0,1559926
522;NA;NA;NA;2248;1,114526525;0,343553622;0,975672681;0,897241993;0,635969636;0,444899445;0,444899445;-0,154998491;0,099939154;-0,111090878
523;NA;NA;NA;2416;1,074733096;0,530541315;0,452057531;0,930463576;0,546245268;0,387318029;0,387318029;-0,206344692;0,117849444;-0,133656031
524;NA;NA;NA;1489;0,616307947;0,732326457;0,210253181;1,62256548;0,244094743;0,77651405;0,77651405;0,06415954;0,516266337;0,340636034
525;NA;NA;NA;2829;1,899932841;-0,29603091;1,240101327;0,526334394;0,820701644;-0,141026862;-0,141026862;-0,42724514;0,434777757;-0,76969677
526;NA;NA;NA;1459;0,51572994;0,819365496;0,476691698;1,938999315;0,013977185;0,59586382;0,59586382;-0,199843891;0,366564528;0,268372504
527;NA;NA;NA;1058;0,725154215;0,73824332;0,554902443;1,379017013;0,372362144;0,808333866;0,808333866;0,121445859;1,028601958;0,507285807
528;NA;NA;NA;2612;2,468809074;-1,018572142;1,856881302;0,405053599;0,878424412;-0,373889375;-0,373889375;-0,497165421;0,502910548;-1,012489862
529;NA;NA;NA;1714;0,656202144;0,760716943;0,520939007;1,523920653;0,270793393;0,452010367;0,452010367;-0,382495299;0,081770753;-0,089109242
530;NA;NA;NA;941;0,549008168;0,798101805;0,475528146;1,821466525;0,143303792;0,80314058;0,80314058;0,103681009;0,830064812;0,453834522
531;NA;NA;NA;1639;1,741764081;-0,201811191;1,171182041;0,574130567;0,808179355;0,130852379;0,130852379;-0,318907729;0,298732349;-0,426359785
532;NA;NA;NA;937;0,571690055;0,692777381;0,549439857;1,749199573;0,463515949;0,693723503;0,693723503;-0,318064896;0,075412412;0,070193764
533;NA;NA;NA;1051;1,121664888;0,635890767;0,5847929;0,891531874;0,694669624;-0,033545198;-0,033545198;-0,380035382;0,055458275;-0,058773627
534;NA;NA;NA;325;0,309229305;0,90299137;0,368161284;3,233846154;-0,702981162;0,903296336;0,903296336;0,514037161;2,415886342;0,707885898
535;NA;NA;NA;1150;3,538461538;-0,896003559;2,879231429;0,282608696;0,903601303;-0,129517391;-0,129517391;-0,228326042;0,094517353;-0,104483648
536;NA;NA;NA;1315;1,143478261;0,686239471;0,462834618;0,874524715;0,636968777;0,440729875;0,440729875;-0,34838362;0,219524876;0,180120759
537;NA;NA;NA;1523;1,158174905;0,736213531;0,400326673;0,863427446;0,19522028;0,729925945;0,729925945;0,135732579;0,988240779;0,497206898
538;NA;NA;NA;3477;2,282994091;0,130697648;0,878355622;0,438021283;0,723638359;0,392572295;0,392572295;0,031666188;0,170802942;0,145921138
539;NA;NA;NA;6315;1,81622088;0,348073905;0,069443505;0,550593824;0,654446943;0,391179625;0,391179625;-0,209894041;0,23170061;-0,301638099
540;NA;NA;NA;7165;1,134600158;0,620881027;-0,80265103;0,88136776;0,434285344;0,541347099;0,541347099;-0,224355931;0,180971547;-0,220996457
541;NA;NA;NA;7137;0,996092114;0,575385692;0,284004372;1,003923217;0,461813171;0,469742257;0,469742257;-0,114293232;0,112614473;-0,126925954
542;NA;NA;NA;6353;0,890149923;0,650748694;0,155375909;1,123406265;0,364098821;0,595366673;0,595366673;-0,059228569;0,212978149;0,175605625
543;NA;NA;NA;5405;0,850779159;0,613335099;0,054624015;1,175393154;0,539984652;0,724859886;0,724859886;-0,074036784;0,378463501;0,274591452
544;NA;NA;NA;11437;2,1160037;-0,333903901;2,001273974;0,472588966;0,836384673;-0,381502013;-0,381502013;-0,403065105;0,541700794;-1,182206177
545;NA;NA;NA;4556;0,398356212;0,844222302;-0,191961477;2,510316067;-0,429100126;0,73256684;0,73256684;-0,020246603;0,486128917;0,327159174
546;NA;NA;NA;4708;1,033362599;0,535031815;0,294805608;0,967714528;0,620911378;0,619526411;0,619526411;-0,132582832;0,338584569;0,252982367
547;NA;NA;NA;5246;1,114273577;0,252833113;0,680469058;0,897445673;0,704021007;0,44693149;0,44693149;-0,170620376;0,201267892;-0,252044367
548;NA;NA;NA;4282;0,816240945;0,483416766;-0,065110399;1,225128445;0,641029868;0,553630164;0,553630164;-0,262899011;0,17546727;-0,212868409
549;NA;NA;NA;3146;0,73470341;0,48774574;-0,890728483;1,361093452;0,623843561;0,138939517;0,138939517;-0,155756366;0,130291171;-0,149864861
550;NA;NA;NA;874;0,277813096;0,798090333;-1,231511545;3,599542334;-0,209866706;0,694564396;0,694564396;0,288423224;1,364330827;0,57732641
551;NA;NA;NA;577;0,660183066;0,59075182;-0,364368685;1,514731369;0,591038458;0,503004282;0,503004282;-0,265087282;1,044709525;0,511365662
552;NA;NA;NA;312;0,540727903;0,745020329;-2,163798952;1,849358974;0,415256744;0,739143351;0,739143351;0,215489946;1,232470153;0,552856873
553;NA;NA;NA;522;1,673076923;0,305017045;0,310962369;0,597701149;0,733266372;0,525756794;0,525756794;-0,05621258;0,612810707;0,38041543
554;NA;NA;NA;851;1,630268199;0,310227623;0,43228983;0,613396005;0,746496543;0,533126049;0,533126049;-0,261451211;0,019026439;0,018692723
555;NA;NA;NA;1688;1,983548766;0,173612163;0,584348448;0,504146919;0,756024475;-0,010631234;-0,010631234;-0,440436714;0,533031068;-1,142919186
556;NA;NA;NA;894;0,529620853;0,809903624;-4,907478217;1,888143177;-0,194874631;0,660094782;0,660094782;-0,077388026;0,203763599;0,169429368
557;NA;NA;NA;865;0,967561521;0,59040315;-0,726606901;1,033526012;0,51028594;0,576624941;0,576624941;-0,056320613;0,280965115;0,219536518
558;NA;NA;NA;857;0,990751445;0,486425043;-0,114298644;1,009334889;0,562846733;0,510456485;0,510456485;0,044181979;0,163384861;0,140580054
559;NA;NA;NA;1046;1,220536756;0,487642755;-0,232913126;0,819311663;0,534487926;0,519372428;0,519372428;-0,052843286;0,161363294;0,139057356
560;NA;NA;NA;1193;1,140535373;0,499077197;-0,273044079;0,876781224;0,551102101;0,589889005;0,589889005;-0,081094726;0,106100679;0,095995852
561;NA;NA;NA;1987;1,665549036;0,297321817;0,103429783;0,600402617;0,680700813;0,157350914;0,157350914;-0,295033065;0,266096579;-0,362825789
562;NA;NA;NA;1345;0,676899849;0,756940223;-0,581216438;1,47732342;0,017380011;0,768823952;0,768823952;0,099934116;0,474446704;0,321941706
563;NA;NA;NA;2290;1,70260223;0,111276469;0,778884182;0,587336245;0,780707682;0,371755298;0,371755298;-0,400027104;0,253015231;-0,338913421
564;NA;NA;NA;2430;1,061135371;0,493396725;0,205046989;0,942386831;0,632234127;-0,020809871;-0,020809871;-0,395423067;0,36807465;-0,582844801
565;NA;NA;NA;1040;0,427983539;0,841777892;-1,203929124;2,336538462;-0,535016466;0,772957495;0,772957495;0,269735453;0,912912685;0,477476763
566;NA;NA;NA;1437;1,381730769;0,303791028;0,189625426;0,723729993;0,704137098;0,485714512;0,485714512;-0,072373916;0,287588756;0,223475207
567;NA;NA;NA;1817;1,264439805;0,393073009;0,281869426;0,790864062;0,667637995;0,542683102;0,542683102;-0,079249692;0,007773146;-0,007838386
568;NA;NA;NA;2209;1,215740231;0,410660022;0,244087961;0,822544138;0,692293195;0,546955371;0,546955371;-0,406463648;0,237580376;-0,311798719
569;NA;NA;NA;2521;1,14124038;0,408078399;0,026069182;0,876239587;0,683250719;-0,259905002;-0,259905002;-0,322895197;0,426353354;-0,743747497
570;NA;NA;NA;853;0,338357795;0,884786742;-1,115514562;2,955451348;-0,927888403;0,871164799;0,871164799;0,235263005;1,271816837;0,560112367
571;NA;NA;NA;885;1,037514654;0,4896959;0,68503512;0,963841808;0,857542857;0,714838014;0,714838014;-0,447450655;0,643132945;0,39167556
572;NA;NA;NA;2194;2,479096045;0,162450464;0,901315788;0,403372835;0,939980127;-2,258996775;-2,258996775;-0,65547396;0,660136674;-1,944966443
573;NA;NA;NA;236;0,107566089;0,974832704;0,44475841;9,296610169;-4,680444015;0,971883129;0,971883129;0,416439845;4,109926716;0,804967161
574;NA;NA;NA;1047;4,436440678;-1,534299638;3,844003037;0,225405922;0,968933554;-0,349910342;-0,349910342;-0,764432063;0,242542186;-0,32060942
575;NA;NA;NA;623;0,595033429;0,761704591;0,939111053;1,680577849;0,834478953;0,554401078;0,554401078;-0,883876645;0,373481781;-0,597651505
576;NA;NA;NA;199;0,319422151;0,983343665;0,921949074;3,130653266;0,347097565;-0,413264605;-0,413264605;0,261477022;2,120789474;0,680658784
577;hs_rRNA_18S;Am576;SNORD93;26;0,130653266;0,992691884;0,92110743;7,653846154;-1,809872876;0,993866958;0,993866958;0,883542965;27,33528265;0,965970931
578;NA;NA;NA;863;33,19230769;-18,4619705;66,61098655;0,030127462;0,995042032;-8,794195742;-8,794195742;-0,126228182;0,008832846;0,008765566
579;NA;NA;NA;1423;1,648899189;0,907119691;0,92041887;0,606465214;0,873579011;0,698280851;0,698280851;-0,246105744;0,220025133;-0,282346803
580;NA;NA;NA;1867;1,312016866;0,928196877;0,918633586;0,762185324;0,489442012;0,620791783;0,620791783;-0,292681157;0,288839739;-0,406458775
581;NA;NA;NA;1626;0,870915908;0,657381776;0,942286936;1,148216482;0,313386689;0,514981512;0,514981512;-0,111063365;0,016950797;-0,017253869
582;NA;NA;NA;1354;0,832718327;0,616999996;-0,813933655;1,200886263;0,372581248;0,633467448;0,633467448;0,060669513;0,249407652;0,1997387
583;NA;NA;NA;1747;1,290251108;0,292405763;0,550098488;0,775042931;0,649934899;0,311628276;0,311628276;-0,109677429;0,123825726;-0,141417789
584;NA;NA;NA;1529;0,875214654;0,662077007;0,092109787;1,142576848;0,33085079;0,60373024;0,60373024;-0,086846538;0,294392845;0,227551916
585;NA;NA;NA;1633;1,068018313;0,549655131;0,284597763;0,936313533;0,545383473;0,677299797;0,677299797;-0,023310932;0,30031244;0,231062812
586;NA;NA;NA;3248;1,988977342;-0,221038905;1,210027616;0,502770936;0,804944463;-0,11824837;-0,11824837;-0,399772516;0,499919003;-1,00029172
587;NA;NA;NA;1912;0,588669951;0,792455348;0,417576002;1,69874477;-0,015457835;0,548912156;0,548912156;-0,223071312;0,165185572;0,141831239
588;NA;NA;NA;1388;0,725941423;0,72485519;0,512344796;1,377521614;0,305368964;0,839027196;0,839027196;0,136337392;0,775737941;0,437031028
589;NA;NA;NA;2623;1,889769452;-0,734823988;1,271665226;0,529165078;0,953199201;0,071831719;0,071831719;-0,537551023;0,464457638;-0,867883513
590;NA;NA;NA;2123;0,809378574;0,84630719;0,716951023;1,23551578;0,878487426;-5,552352787;-5,552352787;-0,56511417;0,403707008;-0,677562903
591;hs_rRNA_18S;Am590;SNORD62A, SNORD62B;116;0,054639661;0,990604795;0,65724155;18,30172414;-11,95101276;0,989222904;0,989222904;0,852072498;13,12033288;0,929742911
592;NA;NA;NA;912;7,862068966;-2,782996614;3,600342635;0,127192982;0,987841014;-0,937983579;-0,937983579;-0,279541224;0,429238485;0,300557036
593;NA;NA;NA;976;1,070175439;0,80465785;0,633581441;0,93442623;0,907029457;0,770395215;0,770395215;-0,057662418;0,289069655;0,224424927
594;NA;NA;NA;2169;2,222336066;0,58218743;0,731105358;0,449976948;0,736132579;0,495249938;0,495249938;-0,281731094;0,394603444;-0,652306397
595;NA;NA;NA;1774;0,817888428;0,65898891;0,760487308;1,222660654;0,408312445;0,529558809;0,529558809;-0,385562517;0,184566345;-0,226497826
596;NA;NA;NA;1575;0,887824126;0,6953084;0,165638982;1,126349206;0,400128709;0,451552031;0,451552031;-0,129853878;0,101739915;0,09239798
597;NA;NA;NA;971;0,616507937;0,735100705;0,059010923;1,622039135;0,207795662;0,791900106;0,791900106;0,225720548;0,830030323;0,453816093
598;NA;NA;NA;2108;2,170957775;-0,568097827;4,302785205;0,460626186;0,848699506;-0,020622609;-0,020622609;-0,483416586;0,40723965;-0,687572419
599;NA;NA;NA;1640;0,777988615;0,615426452;0,28749998;1,285365854;0,52685261;0,665477873;0,665477873;-0,428438904;0,304323423;-0,437833099
600;NA;NA;NA;798;0,486585366;0,744476597;0,822040624;2,055137845;0,715529294;0,784897343;0,784897343;0,002332692;0,385152493;0,278309296
601;NA;NA;NA;616;0,771929825;0,883240901;0,785008584;1,295454545;0,825318089;-2,049034999;-2,049034999;-0,28224609;0,240595411;0,194189129
602;hs_rRNA_18S;Gm601;SNORD85, SNORD103A, SNORD103B;54;0,087662338;0,988878041;0,718017085;11,40740741;-4,981310899;0,988986813;0,988986813;0,803649358;15,74210526;0,941292593
603;NA;NA;NA;641;11,87037037;-5,061443786;17,68569116;0,08424337;0,989095585;-2,055102483;-2,055102483;-0,383096198;0,206304312;0,171242897
604;NA;NA;NA;1689;2,634945398;0,593574308;0,865073198;0,379514506;0,951238821;-0,108878946;-0,108878946;-0,777263409;0,722422921;-2,608162806
605;NA;NA;NA;713;0,42214328;0,951290779;0,773038206;2,368863955;-0,811332199;0,556986083;0,556986083;-0,321012723;0,301415303;0,231855296
606;NA;NA;NA;418;0,586255259;0,817800791;0,807084313;1,705741627;0,162681387;0,847075073;0,847075073;0,258423838;1,595402588;0,615269098
607;NA;NA;NA;937;2,241626794;-0,732820289;2,523664098;0,446104589;0,876349355;-0,01716738;-0,01716738;-0,45411845;0,283918752;-0,39708075
608;NA;NA;NA;1065;1,13660619;0,427819763;0,952052194;0,879812207;0,698485529;-0,093063857;-0,093063857;-0,554047094;0,485064679;-0,943710677
609;NA;NA;NA;471;0,442253521;0,961379868;0,89060716;2,261146497;-0,613947477;0,692025588;0,692025588;0,31248509;3,376728368;0,771892484
610;NA;NA;NA;331;0,702760085;0,932996624;0,894459948;1,422960725;0,422671307;0,958235347;0,958235347;0,672852426;7,635304375;0,884504844
611;NA;NA;NA;6230;18,82175227;-12,88571834;32,73714775;0,053130016;0,983474069;-6,3185502;-6,3185502;-0,528268669;0,681287957;-2,138705486
612;NA;NA;NA;3590;0,576243981;0,945075434;0,887574717;1,735376045;0,248617944;0,759562643;0,759562643;-0,536714595;0,151086781;-0,178035111
613;NA;NA;NA;3553;0,989693593;0,906109113;0,890810684;1,010413735;0,574049852;0,496982645;0,496982645;-0,210619739;0,060480408;-0,064393044
614;NA;NA;NA;1666;0,468899522;0,745439003;0,910742344;2,132653061;0,087856176;0,753752264;0,753752264;0,230675493;0,650775108;0,394367275
615;NA;NA;NA;2024;1,214885954;0,112081782;0,678164938;0,82312253;0,762065526;0,388249222;0,388249222;-0,403109602;0,04977258;-0,052406885
616;NA;NA;NA;1828;0,903162055;0,414441662;0,640710372;1,107221007;0,664416663;-0,092142827;-0,092142827;-0,233570971;0,302912146;-0,434880502
617;NA;NA;NA;685;0,374726477;0,862489671;0,188416892;2,668613139;-0,598727316;0,793688897;0,793688897;0,252918653;1,230819395;0,552094984
618;NA;NA;NA;703;1,026277372;0,477941163;0,578081578;0,974395448;0,724888122;0,679889577;0,679889577;-0,27946016;0,668136962;0,400870189
619;NA;NA;NA;1621;2,305832148;-0,556167128;1,63433304;0,433682912;0,881837992;-0,820811684;-0,820811684;-0,453539135;0,593776364;-1,46392
620;NA;NA;NA;564;0,347933374;0,89214308;0,307743105;2,874113475;-1,08545624;0,788729478;0,788729478;-0,027545421;0,917559385;0,478945833
621;NA;NA;NA;685;1,214539007;0,539341096;0,6021943;0,823357664;0,685315877;0,693148326;0,693148326;-0,066993617;0,599854227;0,375284998
622;NA;NA;NA;1305;1,905109489;-0,339623949;1,360367502;0,524904215;0,846955557;0,000738391;0,000738391;-0,452784754;0,475195454;-0,906794325
623;NA;NA;NA;932;0,714176245;0,687064819;0,258665693;1,400214592;0,34110073;0,417136122;0,417136122;-0,299139221;0,189964461;-0,234824448
624;NA;NA;NA;529;0,567596567;0,743974839;0,222589819;1,761814745;0,147207425;0,671912294;0,671912294;0,095545526;0,472591857;0,321336935
625;NA;NA;NA;464;0,877126654;0,39502928;0,632622564;1,140086207;0,599849749;0,615948849;0,615948849;-0,132410254;0,173174873;0,14788324
626;NA;NA;NA;435;0,9375;0,162964311;0,987065758;1,066666667;0,836868419;0,447346134;0,447346134;-0,299224309;0,233160309;-0,304965659
627;NA;NA;NA;296;0,68045977;0,945537763;0,925650761;1,469594595;0,731727957;0,130970557;0,130970557;-0,038234346;0,414141414;0,293556086
628;hs_rRNA_18S;Um627;SNORD65;34;0,114864865;0,990738799;0,922612531;8,705882353;-0,683596649;0,993057583;0,993057583;0,632652496;10,77593985;0,917306708
629;NA;NA;NA;784;23,05882353;-20,53045262;26,06875131;0,043367347;0,995376367;-10,52140234;-10,52140234;-0,862639947;0,827053302;-4,817613747
630;NA;NA;NA;101;0,128826531;0,990025252;0,922016359;7,762376238;-0,512352068;0,908531881;0,908531881;0,066980504;1,839783282;0,650104841
631;NA;NA;NA;123;1,217821782;0,904977654;0,928831272;0,821138211;0,827038509;0,883524848;0,883524848;-0,066386154;1,435483871;0,591362126
632;NA;NA;NA;177;1,43902439;0,339581402;0,973554144;0,694915254;0,862072042;0,470501884;0,470501884;-0,200598872;0,060023655;0,056926528
633;NA;NA;NA;178;1,005649718;0,597627336;0,239233683;0,994382022;0,601422367;0,707050189;0,707050189;-0,325334484;0,11217289;0,101368407
634;NA;NA;NA;357;2,005617978;0,017048731;0,971263037;0,49859944;0,816473041;-0,476740123;-0,476740123;-0,425243891;0,557850632;-1,269700519
635;NA;NA;NA;120;0,336134454;0,88062942;-0,753451443;2,975;-0,970528977;0,797725221;0,797725221;0,084646546;0,875598086;0,468902865
636;NA;NA;NA;156;1,3;0,424968134;0,343871274;0,769230769;0,714821021;0,580353869;0,580353869;-0,130148321;0,358364063;0,265063228
637;NA;NA;NA;206;1,320512821;0,288142272;0,667253754;0,757281553;0,735739605;0,23754489;0,23754489;-0,190760909;0,188532927;-0,233727344
638;NA;NA;NA;177;0,859223301;0,702898526;0,116692935;1,163841808;0,186947507;0,649861405;0,649861405;-0,05592714;0,393110585;0,283324454
639;NA;NA;NA;215;1,214689266;0,486907679;0,346599993;0,823255814;0,596824284;0,639849817;0,639849817;-0,0501677;0,235136452;0,191089109
640;NA;NA;NA;419;1,948837209;-0,133057953;1,078766482;0,513126492;0,792791954;-0,118480178;-0,118480178;-0,413056881;0,495112782;-0,985286783
641;NA;NA;NA;254;0,606205251;0,824223685;0,57972791;1,649606299;-0,103902404;0,581305908;0,581305908;-0,280756826;0,368317853;0,269949323
642;NA;NA;NA;193;0,75984252;0,755090727;0,636706664;1,316062176;0,338388131;0,854185467;0,854185467;0,189787996;1,11353771;0,528147719
643;NA;NA;NA;574;2,974093264;-1,776255335;1,085880845;0,336236934;0,953280206;-0,515381158;-0,515381158;-0,68766238;0,611670481;-1,582218539
644;NA;NA;NA;388;0,675958188;0,969777345;0,955167754;1,479381443;0,745493019;-1,89372641;-1,89372641;-0,324412477;0,505885536;0,336513365
645;hs_rRNA_18S;Gm644;SNORD54;39;0,100515464;0,995549094;0,954048753;9,948717949;-4,757230165;0,99604037;0,99604037;0,87738224;21,31381579;0,956256088
646;NA;NA;NA;1595;40,8974359;-33,91631443;18,10213588;0,024451411;0,996531647;-16,59554141;-16,59554141;-0,538754313;0,633870861;-1,734244598
647;NA;NA;NA;987;0,618808777;0,971422778;0,952591963;1,616008105;0,725231617;0,729319077;0,729319077;-0,265194768;0,010361176;-0,010480373
648;NA;NA;NA;935;0,947315096;0,956397766;0,953236028;1,055614973;0,487215375;0,831617138;0,831617138;-0,117141614;0,22531489;0,184043726
649;NA;NA;NA;1274;1,362566845;0,288106162;0,985932213;0,733908948;0,706836509;0,237165672;0,237165672;-0,243701069;0,242786378;-0,320963737
650;NA;NA;NA;731;0,573783359;0,746333124;-0,023811184;1,742818057;0,186225182;0,754447897;0,754447897;-0,025000292;0,41551625;0,293827537
651;NA;NA;NA;1234;1,688098495;0,175955451;0,717622847;0,592382496;0,762562669;0,100570679;0,100570679;-0,352797759;0,25734072;-0,346890708
652;NA;NA;NA;649;0,525931929;0,787277604;-0,535353657;1,901386749;0,025185906;0,756823753;0,756823753;0,126799837;0,602226721;0,376229861
653;NA;NA;NA;1061;1,634822804;0,228787371;0,635989858;0,611687088;0,726369902;0,382781275;0,382781275;-0,137829938;0,045073843;-0,04724798
654;NA;NA;NA;1112;1,048067861;0,567999835;0,162071317;0,954136691;0,53677518;0,502107216;0,502107216;-0,198182916;0,043315837;0,041553257
655;NA;NA;NA;1087;0,977517986;0,614586986;-0,010511765;1,02299908;0,436214598;0,673874118;0,673874118;0,001914731;0,225522446;0,184159589
656;NA;NA;NA;1863;1,713891444;0,0962204;0,764288367;0,583467525;0,73316125;0,098389616;0,098389616;-0,233492267;0,352383104;-0,544573897
657;NA;NA;NA;1259;0,675791734;0,734228918;-0,762741235;1,47974583;0,100558832;0,625846023;0,625846023;-0,064637144;0,217648287;0,17886137
658;NA;NA;NA;1374;1,091342335;0,538205398;-0,16203859;0,916302766;0,517463129;0,588062461;0,588062461;0,028497293;0,224;0,183115339
659;NA;NA;NA;1790;1,302765648;0,338978976;0,240913013;0,767597765;0,637919524;0,373292649;0,373292649;-0,083127223;0,079931823;-0,086928731
660;NA;NA;NA;1851;1,034078212;0,582591385;-0,500825536;0,967044841;0,407606321;0,552014261;0,552014261;-0,070673739;0,113959304;0,102350749
661;NA;NA;NA;2111;1,140464614;0,501207403;-0,533076852;0,876835623;0,521437137;0,565589966;0,565589966;-0,013798566;0,079694976;0,073844875
662;NA;NA;NA;2998;1,420180009;0,346826822;0,314857472;0,704136091;0,629972529;0,237152075;0,237152075;-0,192515999;0,19126551;-0,236597306
663;NA;NA;NA;2446;0,815877252;0,72577342;-0,353737949;1,225674571;0,127477329;0,683047501;0,683047501;-0,037582262;0,537629321;0,34974115
664;NA;NA;NA;3322;1,358135732;0,441748762;0,271383053;0,736303432;0,640321582;0,611225885;0,611225885;-0,06748734;0,229817698;0,186917092
665;NA;NA;NA;6749;2,031607465;-0,030814975;1,071261424;0,49222107;0,780703008;-0,11303133;-0,11303133;-0,373475269;0,461516569;-0,857303216
666;NA;NA;NA;4036;0,598014521;0,799281738;-0,175111574;1,672200198;-0,195247684;0,86693561;0,86693561;-0,075335505;0,330391249;0,248387666
667;NA;NA;NA;4721;1,169722498;0,425465015;0,932350854;0,854903622;0,934589483;0,685078609;0,685078609;-0,354665562;0,053952384;-0,057042017
668;NA;NA;NA;6606;1,399279814;0,859781876;0,863512257;0,714653345;0,944692203;-8,169310899;-8,169310899;-0,48204714;0,471063386;-0,890840615
669;hs_rRNA_18S;Am668;SNORD36, SNORD36A, SNORD36B;284;0,04299122;0,996054083;0,836497578;23,26056338;-17,19840367;0,995897873;0,995897873;0,885906979;18,38273315;0,948579406
670;NA;NA;NA;5154;18,14788732;-9,243583144;12,56498129;0,055102833;0,995741662;-4,159251686;-4,159251686;-0,224809244;0,138205115;-0,160405027
671;NA;NA;NA;5532;1,073341094;0,897464736;0,858794987;0,931670282;0,925079772;0,706696949;0,706696949;-0,330821914;0,054191597;-0,057307541
672;NA;NA;NA;5685;1,027657267;0,903717267;0,856220088;0,973087071;0,515929162;0,842350242;0,842350242;-0,182543409;0,088689672;0,081477765
673;NA;NA;NA;9764;1,717502199;0,032352068;0,99467084;0,582240885;0,780983216;-0,175328136;-0,175328136;-0,347870826;0,504621769;-1,018870183
674;NA;NA;NA;3983;0,407927079;0,828525099;-0,249376863;2,451418529;-0,383008339;0,71578203;0,71578203;0,052167093;0,496538787;0,331847117
675;NA;NA;NA;4146;1,040923927;0,52505927;0,29498155;0,960684998;0,60303896;0,587713011;0,587713011;-0,115556059;0,362252992;0,265969045
676;NA;NA;NA;4029;0,971780029;0,415360585;0,403017449;1,029039464;0,650366753;0,559592675;0,559592675;-0,102423293;0,022926734;0,022418318
677;NA;NA;NA;5182;1,28617523;0,206442077;0,6741224;0,777499035;0,703824764;0,186865399;0,186865399;-0,288078155;0,361480346;-0,566293618
678;NA;NA;NA;3054;0,589347742;0,72688673;-0,380983995;1,696791094;0,167288722;0,487593876;0,487593876;-0,045882586;0,142036351;0,124406787
679;NA;NA;NA;1953;0,639489194;0,703458811;-0,124737418;1,56374808;0,248301023;0,734907381;0,734907381;0,157819869;0,755144643;0,430371877
680;NA;NA;NA;2770;1,418330773;-0,011095273;1,023697746;0,705054152;0,766355952;0,292948028;0,292948028;-0,291563373;0,150506182;-0,177246902
681;NA;NA;NA;2823;1,019133574;0,471165755;0,16787584;0,981225646;0,596991329;0,646885807;0,646885807;-0,265303516;0,267509691;-0,365382412
682;NA;NA;NA;1574;0,557562876;0,701259439;0,860640141;1,793519695;0,822605859;0,81142371;0,81142371;-0,019407291;0,231211362;0,187888663
683;NA;NA;NA;1950;1,23888183;0,812888787;0,839346821;0,807179487;0,921587982;-3,838364981;-3,838364981;-0,459131258;0,274623;-0,378861183
684;hs_rRNA_18S;Gm683;SNORD19, SNORD19B;110;0,056410256;0,992142625;0,795773965;17,72727273;-8,48961875;0,992023169;0,992023169;0,84866649;12,61474633;0,927163742
685;NA;NA;NA;1277;11,60909091;-7,180363773;2,757548171;0,086139389;0,991903713;-3,143700991;-3,143700991;-0,485581634;0,231529528;-0,301593262
686;NA;NA;NA;1217;0,953014879;0,915247864;0,893747058;1,049301561;0,89296179;0,50881066;0,50881066;-0,512041263;0,882075879;0,468876332
687;NA;NA;NA;718;0,589975349;0,949116495;0,889799376;1,694986072;0,102373456;0,958934741;0,958934741;0,376042704;3,508527926;0,778438251
688;NA;NA;NA;7348;10,23398329;-5,889779221;2,139168975;0,097713664;0,968752987;-3,202045458;-3,202045458;-0,616925689;0,735151936;-2,77717656
689;NA;NA;NA;2889;0,393168209;0,941862032;0,783298985;2,543440637;-0,514311694;0,745349827;0,745349827;-0,282888852;0,408741577;0,290217883
690;NA;NA;NA;2989;1,034614053;0,843857524;0,801230403;0,966543995;0,548837623;0,811452016;0,811452016;0,056525816;0,653282873;0,395222781
691;NA;NA;NA;4982;1,666778187;0,054622966;0,986308919;0,599959855;0,779046508;0,203138146;0,203138146;-0,140960756;0,19380631;-0,240456565
692;NA;NA;NA;4774;0,958249699;0,626478086;0,043691192;1,043569334;0,351653326;0,60192586;0,60192586;-0,107705607;0,071099476;0,066392882
693;NA;NA;NA;5443;1,140134059;0,492360602;0,570962873;0,87708984;0,577373635;0,554325829;0,554325829;-0,142641225;0,036732859;-0,038140889
694;NA;NA;NA;7018;1,289362484;0,507684453;0,537897447;0,775577087;0,616291056;0,302385396;0,302385396;-0,311057251;0,132355036;-0,152570209
695;NA;NA;NA;4053;0,577514962;0,791865006;0,079388111;1,731556871;0,097086338;0,826383672;0,826383672;0,102462313;0,78629294;0,4402422
696;NA;NA;NA;10384;2,5620528;-0,607961552;3,457197371;0,390312018;0,860902338;-0,183716117;-0,183716117;-0,465943849;0,489684008;-0,959751276
697;NA;NA;NA;5793;0,557877504;0,761542298;0,468422065;1,7925082;0,240529317;0,547269252;0,547269252;-0,319972369;0,021751176;-0,022238733
698;NA;NA;NA;4414;0,761954083;0,747779943;0,495058273;1,312415043;0,332996205;0,626449964;0,626449964;-0,084067253;0,501961018;0,334254166
699;NA;NA;NA;3432;0,777526053;0,61878162;0,586166845;1,286130536;0,505119986;0,727404285;0,727404285;0,080390607;0,614668772;0,380746622
